time,src_user,dst_user,src_computer,dst_computer,auth_type,logon_type,auth_orient,success
36388,C14814$@DOM1,C14814$@DOM1,C457,C457,?,Network,LogOff,Success
36391,C328$@DOM1,C328$@DOM1,C328,C467,Kerberos,Network,LogOn,Success
36394,C529$@DOM1,C529$@DOM1,C529,C529,Kerberos,Network,LogOn,Success
36397,ANONYMOUS LOGON@C586,ANONYMOUS LOGON@C586,C10976,C586,NTLM,Network,LogOn,Success
36399,C8986$@DOM1,C8986$@DOM1,C612,C612,?,Network,LogOff,Success
36402,C2936$@DOM1,C2936$@DOM1,C586,C586,?,Network,LogOff,Success
36405,C2244$@DOM1,C2244$@DOM1,C467,C467,?,Network,LogOff,Success
36408,C523$@DOM1,C523$@DOM1,C523,C599,?,?,AuthMap,Success
36411,C13171$@DOM1,C13171$@DOM1,C625,C625,?,Network,LogOff,Success
36414,C123$@DOM1,C123$@DOM1,C527,C523,NTLM,Network,LogOn,Success
36417,C11727$@DOM1,C11727$@DOM1,C612,C612,?,Network,LogOff,Success
36419,U1765@DOM1,U1765@DOM1,C457,C457,?,Network,LogOff,Success
36422,U2286@DOM1,U2286@DOM1,C6542,C586,Kerberos,Network,LogOn,Success
36425,C4933$@DOM1,C4933$@DOM1,C467,C467,?,Network,LogOff,Success
36428,C12451$@DOM1,C12451$@DOM1,C12451,C586,NTLM,Network,LogOn,Success
36430,U1248@DOM1,U1248@DOM1,C665,C528,Kerberos,Network,LogOn,Success
36433,C9368$@DOM1,C9368$@DOM1,C9368,C10,Kerberos,Network,LogOn,Success
36436,C11738$@DOM1,C11738$@DOM1,C586,C586,?,Network,LogOff,Success
36438,U1292@DOM1,U1292@DOM1,C12927,C528,Kerberos,Network,LogOn,Success
36441,C4254$@DOM1,C4254$@DOM1,C457,C457,?,Network,LogOff,Success
36443,C599$@DOM1,C599$@DOM1,C988,C988,?,Network,LogOff,Success
36445,U4992@DOM1,U4992@DOM1,C529,C529,?,Network,LogOff,Success
36448,C6707$@DOM1,C6707$@DOM1,C528,C528,?,Network,LogOff,Success
36451,ANONYMOUS LOGON@C586,ANONYMOUS LOGON@C586,C586,C586,?,Network,LogOff,Success
36453,C4563$@DOM1,C4563$@DOM1,C625,C625,?,Network,LogOff,Success
36455,U63@DOM1,U63@DOM1,C1581,C1581,?,Network,LogOff,Success
36458,C2720$@DOM1,C2720$@DOM1,C457,C457,?,Network,LogOff,Success
36461,C11831$@DOM1,C11831$@DOM1,C586,C586,?,Network,LogOff,Success
36463,U2827@DOM1,U2827@DOM1,C529,C529,?,Network,LogOff,Success
36465,U5425@DOM1,U5425@DOM1,C12885,C12885,?,?,TGS,Success
36468,C529$@DOM1,C529$@DOM1,C529,C529,Kerberos,Network,LogOn,Success
36470,U3008@DOM1,U3008@DOM1,C449,C449,?,Network,LogOff,Success
36472,U66@DOM1,U66@DOM1,C832,C832,Kerberos,Network,LogOn,Success
36475,C176$@DOM1,C176$@DOM1,C612,C612,?,Network,LogOff,Success
36477,C5373$@DOM1,C5373$@DOM1,C5374,C5373,?,?,TGS,Success
36479,C8092$@DOM1,C8092$@DOM1,C8092,C586,Kerberos,Network,LogOn,Success
36482,C11781$@DOM1,C11781$@DOM1,C11781,C528,Kerberos,Network,LogOn,Success
36484,C1644$@DOM1,C1644$@DOM1,C457,C457,?,Network,LogOff,Success
36486,C716$@DOM1,C716$@DOM1,C457,C457,?,Network,LogOff,Success
36489,C3318$@DOM1,C3318$@DOM1,C3318,C457,Kerberos,Network,LogOn,Success
36492,C104$@DOM1,C104$@DOM1,C1085,C1085,?,Network,LogOff,Success
36494,C2322$@DOM1,C2322$@DOM1,C2323,C457,?,?,TGS,Success
36497,C1065$@DOM1,C1065$@DOM1,C1065,C1065,?,Network,LogOff,Success
36499,C967$@DOM1,C967$@DOM1,C967,C1487,Kerberos,Network,LogOn,Success
36502,C3318$@DOM1,C3318$@DOM1,C3318,C529,Kerberos,Network,LogOn,Success
36504,U1584@DOM1,U1584@DOM1,C651,C449,Kerberos,Network,LogOn,Success
36507,C1089$@DOM1,C1089$@DOM1,C529,C529,?,Network,LogOff,Success
36509,C4660$@DOM1,C4660$@DOM1,C4660,C529,Kerberos,Network,LogOn,Success
36511,U3383@DOM1,U3383@DOM1,C3173,C3173,?,Network,LogOff,Success
36514,C12445$@DOM1,C12445$@DOM1,C12445,C2162,Kerberos,Network,LogOn,Success
36516,U4000@DOM1,U4000@DOM1,C586,C586,?,Network,LogOff,Success
36519,C1910$@DOM1,C1910$@DOM1,C1911,C1911,?,?,TGT,Success
36521,U5799@DOM1,U5799@DOM1,C467,C467,?,Network,LogOff,Success
36524,U109@DOM1,U109@DOM1,C1929,C1929,?,?,TGT,Success
36527,U1347@DOM1,U1347@DOM1,C457,C457,?,Network,LogOff,Success
36530,C12998$@DOM1,C12998$@DOM1,C586,C586,?,Network,LogOff,Success
36532,U5492@DOM1,U5492@DOM1,C457,C457,?,Network,LogOff,Success
36535,C7305$@DOM1,C7305$@DOM1,C612,C612,?,Network,LogOff,Success
36538,C12699$@DOM1,C12699$@DOM1,C12699,C467,Kerberos,Network,LogOn,Success
36540,C9134$@DOM1,C9134$@DOM1,C1065,C1065,?,Network,LogOff,Success
36542,U22@DOM1,U22@DOM1,C506,C529,Kerberos,Network,LogOn,Success
36545,C12316$@DOM1,C12316$@DOM1,C467,C467,?,Network,LogOff,Success
36547,U1@DOM1,U1@DOM1,C419,C419,?,Network,LogOff,Success
36550,C14866$@DOM1,C14866$@DOM1,C14866,C467,Kerberos,Network,LogOn,Success
36552,U6@DOM1,U6@DOM1,C61,C61,?,Network,LogOff,Success
36555,C123$@DOM1,C123$@DOM1,C1085,C1085,?,Network,LogOff,Success
36557,C7436$@DOM1,SYSTEM@C7436,C7436,C7436,Negotiate,Service,LogOn,Success
36559,U6614@DOM1,U6614@DOM1,C529,C529,?,Network,LogOff,Success
36562,C220$@DOM1,C220$@DOM1,C612,C612,?,Network,LogOff,Success
36564,U2510@DOM1,U2510@DOM1,C1065,C1065,?,Network,LogOff,Success
36567,C12354$@DOM1,C12354$@DOM1,C3173,C3173,?,Network,LogOff,Success
36569,C480$@DOM1,C480$@DOM1,C612,C612,?,Network,LogOff,Success
36571,C970$@DOM1,C970$@DOM1,C970,C586,Kerberos,Network,LogOn,Success
36574,ANONYMOUS LOGON@C12414,ANONYMOUS LOGON@C12414,C12414,C12414,?,Network,LogOff,Success
36576,U1784@DOM1,U1784@DOM1,C544,C2327,?,?,TGS,Success
36579,C2322$@DOM1,C2322$@DOM1,C2323,C457,Kerberos,Network,LogOn,Success
36581,U4934@DOM1,U4934@DOM1,C105,C104,?,?,TGS,Success
36584,C4780$@DOM1,C4780$@DOM1,C4781,C529,Kerberos,Network,LogOn,Success
36586,U2628@DOM1,U2628@DOM1,C7286,C7286,?,?,TGT,Success
36588,U92@DOM1,U92@DOM1,C5080,C625,Kerberos,Network,LogOn,Success
36591,C3356$@DOM1,C3356$@DOM1,C586,C586,?,Network,LogOff,Success
36593,U1026@DOM1,U1026@DOM1,C457,C457,?,Network,LogOff,Success
36596,C11875$@DOM1,C11875$@DOM1,C528,C528,?,Network,LogOff,Success
36598,C12582$@DOM1,C12582$@DOM1,C467,C467,?,Network,LogOff,Success
36600,C1708$@DOM1,C1708$@DOM1,C625,C625,?,Network,LogOff,Success
36602,C3037$@DOM1,C3037$@DOM1,C528,C528,?,Network,LogOff,Success
36604,U1980@DOM1,U1980@DOM1,C6171,C528,Kerberos,Network,LogOn,Success
36607,C11071$@DOM1,C11071$@DOM1,C11071,C1015,Kerberos,Network,LogOn,Success
36609,C599$@DOM1,C599$@DOM1,C1619,C553,Kerberos,Network,LogOn,Success
36612,C139$@DOM1,C139$@DOM1,C467,C467,?,Network,LogOff,Success
36614,U34@DOM1,U34@DOM1,C61,C61,Kerberos,Network,LogOn,Success
36617,U3602@DOM1,U3602@DOM1,C612,C612,?,Network,LogOff,Success
36620,C567$@DOM1,C567$@DOM1,C1085,C1085,?,Network,LogOff,Success
36623,U1528@DOM1,U1528@DOM1,C1065,C1065,?,Network,LogOff,Success
36626,C1934$@DOM1,C1934$@DOM1,C1798,C1934,Kerberos,Network,LogOn,Success
36629,C14095$@DOM1,SYSTEM@C14095,C14095,C14095,Negotiate,Service,LogOn,Success
36632,C10847$@DOM1,C10847$@DOM1,C586,C586,?,Network,LogOff,Success
36634,C3778$@DOM1,C3778$@DOM1,C625,C625,?,Network,LogOff,Success
36637,C13705$@DOM1,C13705$@DOM1,C467,C467,?,Network,LogOff,Success
36639,U2236@DOM1,U2236@DOM1,C625,C625,?,Network,LogOff,Success
36642,U2612@DOM1,U2612@DOM1,C7375,C585,Kerberos,Network,LogOn,Success
36645,C12201$@DOM1,C12201$@DOM1,C12201,C457,?,?,TGS,Success
36647,C528$@DOM1,C528$@DOM1,C625,C625,?,Network,LogOff,Success
36649,U2770@DOM1,U2770@DOM1,C7689,C92,Kerberos,Network,LogOn,Success
36652,U13@DOM1,U13@DOM1,C368,C368,?,Network,LogOff,Success
36655,C13323$@DOM1,C13323$@DOM1,C13323,C625,Kerberos,Network,LogOn,Success
36657,U2612@DOM1,U2612@DOM1,C585,C585,?,Network,LogOff,Success
36660,C467$@DOM1,C467$@DOM1,C1065,C1065,?,Network,LogOff,Success
36662,U22@DOM1,U22@DOM1,C612,C612,?,Network,LogOff,Success
36664,U6397@DOM1,U6397@DOM1,C14486,C467,?,?,TGS,Success
36667,C7324$@DOM1,C7324$@DOM1,C625,C625,?,Network,LogOff,Success
36669,U6447@DOM1,U6447@DOM1,C1115,C1115,?,?,TGT,Success
36671,U677@DOM1,U677@DOM1,C586,C586,?,Network,LogOff,Success
36674,C10351$@DOM1,C10351$@DOM1,C457,C457,?,Network,LogOff,Success
36676,C1617$@DOM1,C1617$@DOM1,C1618,C1085,Kerberos,Network,LogOn,Success
36678,C14886$@DOM1,C14886$@DOM1,C14886,C586,?,?,TGS,Success
36680,C7298$@DOM1,C7298$@DOM1,C10423,C10423,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,Network,LogOn,Fail
36682,U2673@DOM1,U2673@DOM1,C7514,C2327,?,?,TGS,Success
36684,U3831@DOM1,U3831@DOM1,C449,C449,?,Network,LogOff,Success
36687,C1617$@DOM1,C1617$@DOM1,C1618,C553,Kerberos,Network,LogOn,Success
36689,U11986@DOM1,U11986@DOM1,C105,C104,?,?,TGS,Success
36692,C1065$@DOM1,C1065$@DOM1,C1065,C1065,?,Network,LogOff,Success
36694,U2108@DOM1,U2108@DOM1,C6391,C529,?,?,TGS,Success
36697,LOCAL SERVICE@C9128,LOCAL SERVICE@C9128,C9128,C9128,Negotiate,Service,LogOn,Success
36700,C360$@DOM1,C360$@DOM1,C3173,C3173,?,Network,LogOff,Success
36703,C1114$@DOM1,C1114$@DOM1,C553,C553,?,Network,LogOff,Success
36705,U1988@DOM1,U1988@DOM1,C3660,C528,?,?,TGS,Success
36708,C3446$@DOM1,C3446$@DOM1,C3446,C1065,Kerberos,Network,LogOn,Success
36711,C2499$@DOM1,C2499$@DOM1,C612,C612,?,Network,LogOff,Success
36714,C146$@DOM1,C146$@DOM1,C612,C612,?,Network,LogOff,Success
36716,C743$@DOM1,C743$@DOM1,C586,C586,?,Network,LogOff,Success
36719,C14897$@DOM1,C14897$@DOM1,C14897,C14897,?,?,AuthMap,Success
36721,U349@DOM1,U349@DOM1,C801,C801,?,Network,LogOff,Success
36724,C567$@DOM1,C567$@DOM1,C523,C523,?,Network,LogOff,Success
36727,C14889$@DOM1,C14889$@DOM1,C14889,C14889,?,?,TGS,Success
36729,U4949@DOM1,U4949@DOM1,C11992,C528,Kerberos,Network,LogOn,Success
36732,C743$@DOM1,C743$@DOM1,C743,C586,Kerberos,Network,LogOn,Success
36735,C13916$@DOM1,U6039@DOM1,C13916,C13916,Negotiate,Unlock,LogOn,Success
36738,C1065$@DOM1,C1065$@DOM1,C1065,C1065,?,Network,LogOff,Success
36740,U22@DOM1,U22@DOM1,C612,C612,?,Network,LogOff,Success
36743,C38$@DOM1,C38$@DOM1,C612,C612,?,Network,LogOff,Success
36745,U19@DOM1,U19@DOM1,C229,C229,Kerberos,Network,LogOn,Success
36748,U1071@DOM1,U1071@DOM1,C1210,C1210,?,?,TGT,Success
36750,U5410@DOM1,U5410@DOM1,C12737,C1821,?,?,TGS,Success
36753,C13041$@DOM1,C13041$@DOM1,C13041,C13041,?,Network,LogOff,Success
36755,C3526$@DOM1,C3526$@DOM1,C3526,C612,NTLM,Network,LogOn,Success
36757,U3825@DOM1,U3825@DOM1,C85,C625,Kerberos,Network,LogOn,Success
36759,U824@DOM1,U824@DOM1,C14642,C2327,?,?,TGS,Success
36762,C15$@DOM1,C15$@DOM1,C15,C625,?,?,TGS,Success
36764,C1916$@DOM1,C1916$@DOM1,C1917,C457,Kerberos,Network,LogOn,Success
36766,C612$@DOM1,C612$@DOM1,C612,C612,?,Network,LogOff,Success
36768,U4597@DOM1,U4597@DOM1,C11278,C529,?,?,TGS,Success
36770,U6214@DOM1,U6214@DOM1,C14168,C529,Kerberos,Network,LogOn,Success
36773,C1602$@DOM1,C1602$@DOM1,C1602,C586,Kerberos,Network,LogOn,Success
36775,C2092$@DOM1,C2092$@DOM1,C2093,C2092,?,?,TGS,Success
36777,U22@DOM1,U22@DOM1,C849,C612,Kerberos,Network,LogOn,Success
36780,C585$@DOM1,C585$@DOM1,C585,C457,Kerberos,Network,LogOn,Success
36783,C1114$@DOM1,C1114$@DOM1,C1115,C101,Kerberos,Network,LogOn,Success
36785,U2791@DOM1,U2791@DOM1,C7695,C2327,?,?,TGS,Success
36788,C6961$@DOM1,U2521@DOM1,C6961,C6961,Negotiate,Unlock,LogOn,Success
36791,C10295$@DOM1,C10295$@DOM1,C10295,C612,Kerberos,Network,LogOn,Success
36793,U5184@DOM1,U5184@DOM1,C12334,C1015,NTLM,Network,LogOn,Success
36796,U1393@DOM1,U1393@DOM1,C70,C467,?,?,TGS,Success
36799,C14792$@DOM1,C14792$@DOM1,C231,C231,?,Network,LogOff,Success
36801,U52@DOM1,U52@DOM1,C868,C801,Kerberos,Network,LogOn,Success
36804,C6652$@DOM1,C6652$@DOM1,C6652,C529,Kerberos,Network,LogOn,Success
36807,C3667$@DOM1,C3667$@DOM1,C586,C586,?,Network,LogOff,Success
36810,U2827@DOM1,U2827@DOM1,C7876,C529,Kerberos,Network,LogOn,Success
36813,U2939@DOM1,U2939@DOM1,C612,C612,?,Network,LogOff,Success
36817,C1544$@DOM1,C1544$@DOM1,C1544,C612,Kerberos,Network,LogOn,Success
36820,C18$@DOM1,C18$@DOM1,C2162,C2162,?,Network,LogOff,Success
36823,C13296$@DOM1,C13296$@DOM1,C13296,C457,Kerberos,Network,LogOn,Success
36825,U998@DOM1,U998@DOM1,C586,C586,?,Network,LogOff,Success
36828,U1249@DOM1,U1249@DOM1,C219,C3398,?,?,TGS,Success
36831,C2719$@DOM1,C2719$@DOM1,C586,C586,?,Network,LogOff,Success
36834,C538$@DOM1,C538$@DOM1,C539,C1085,Kerberos,Network,LogOn,Success
36836,U5970@DOM1,U5970@DOM1,C13640,C13640,?,?,TGS,Success
36839,C10856$@DOM1,C10856$@DOM1,C625,C625,?,Network,LogOff,Success
36841,C14732$@DOM1,C14732$@DOM1,C14732,C2106,NTLM,Network,LogOn,Success
36843,C13214$@DOM1,C13214$@DOM1,C612,C612,?,Network,LogOff,Success
36845,C14919$@DOM1,C14919$@DOM1,C14919,C457,Kerberos,Network,LogOn,Success
36847,C2848$@DOM1,C2848$@DOM1,C2848,C457,NTLM,Network,LogOn,Success
36849,C1973$@DOM1,C1973$@DOM1,C1973,C2106,Kerberos,Network,LogOn,Success
36851,C6761$@DOM1,C6761$@DOM1,C6761,C467,Kerberos,Network,LogOn,Success
36853,C7946$@DOM1,C7946$@DOM1,C801,C801,?,Network,LogOff,Success
36855,U5453@DOM1,U5453@DOM1,C2226,C2226,?,?,TGT,Success
36858,C913$@DOM1,C913$@DOM1,C529,C529,?,Network,LogOff,Success
36861,ANONYMOUS LOGON@C612,ANONYMOUS LOGON@C612,C612,C612,?,Network,LogOff,Success
36863,C14678$@DOM1,C14678$@DOM1,C14678,C231,Kerberos,Network,LogOn,Success
36865,C776$@DOM1,C776$@DOM1,C612,C612,?,Network,LogOff,Success
36868,C14922$@DOM1,C14922$@DOM1,C14922,C457,?,?,TGS,Success
36870,U3371@DOM1,U3371@DOM1,C457,C457,?,Network,LogOff,Success
36873,U151@DOM1,U151@DOM1,C1732,C612,Kerberos,Network,LogOn,Success
36876,C567$@DOM1,C567$@DOM1,C625,C625,?,Network,LogOff,Success
36879,C1646$@DOM1,C1646$@DOM1,C1646,C528,Kerberos,Network,LogOn,Success
36881,U292@DOM1,U292@DOM1,C1115,C1115,?,?,TGT,Success
36884,C8501$@DOM1,C8501$@DOM1,C1065,C1065,?,Network,LogOff,Success
36887,C6322$@DOM1,C6322$@DOM1,C529,C529,?,Network,LogOff,Success
36889,U933@DOM1,U933@DOM1,C3451,C3451,?,?,TGS,Success
36892,C825$@DOM1,C825$@DOM1,C825,C825,?,?,AuthMap,Success
36895,C3725$@DOM1,C3725$@DOM1,C529,C529,?,Network,LogOff,Success
36897,U5246@DOM1,U5246@DOM1,C585,C585,?,Network,LogOff,Success
36900,C743$@DOM1,C743$@DOM1,C743,C586,Kerberos,Network,LogOn,Success
36903,C1827$@DOM1,C1827$@DOM1,C1828,C1828,?,?,TGT,Success
36905,U63@DOM1,U63@DOM1,C1755,C1755,?,Network,LogOff,Success
36908,C929$@DOM1,C929$@DOM1,C17644,C529,Kerberos,Network,LogOn,Success
36911,C1617$@DOM1,C1617$@DOM1,C988,C988,?,Network,LogOff,Success
36913,U22@DOM1,U22@DOM1,C529,C529,?,Network,LogOff,Success
36915,U343@DOM1,U343@DOM1,C462,C2310,?,?,AuthMap,Success
36917,U7@DOM1,U7@DOM1,C61,C61,?,Network,LogOff,Success
36920,C13596$@DOM1,C13596$@DOM1,C586,C586,?,Network,LogOff,Success
36922,C467$@DOM1,C467$@DOM1,C467,C467,Kerberos,Network,LogOn,Success
36924,U4921@DOM1,U4921@DOM1,C11472,C612,Kerberos,Network,LogOn,Success
36927,C14926$@DOM1,C14926$@DOM1,C14926,C14926,Kerberos,Network,LogOn,Success
36929,C585$@DOM1,C585$@DOM1,C586,C586,?,Network,LogOff,Success
36931,U5622@DOM1,U5622@DOM1,C529,C529,?,Network,LogOff,Success
36934,C1867$@DOM1,C1867$@DOM1,C2106,C2106,?,Network,LogOff,Success
36936,C5585$@DOM1,C5585$@DOM1,C5585,C625,Kerberos,Network,LogOn,Success
36939,C1065$@DOM1,C1065$@DOM1,C1065,C1065,?,Network,LogOff,Success
36941,C5839$@DOM1,C5839$@DOM1,C5839,C529,Kerberos,Network,LogOn,Success
36943,U19@DOM1,U19@DOM1,C229,C229,Kerberos,Network,LogOn,Success
36945,U3721@DOM1,U3721@DOM1,C9668,C457,Kerberos,Network,LogOn,Success
36948,C1931$@DOM1,C1931$@DOM1,C1932,C1640,?,?,TGS,Success
36950,U180@DOM1,U180@DOM1,C14176,C529,Kerberos,Network,LogOn,Success
36952,U5970@DOM1,U5970@DOM1,C13640,C2327,?,?,TGS,Success
36955,C2449$@DOM1,C2449$@DOM1,C457,C457,?,Network,LogOff,Success
36957,C9608$@DOM1,C9608$@DOM1,C467,C467,?,Network,LogOff,Success
36959,U66@DOM1,U66@DOM1,C1847,C1847,Kerberos,Network,LogOn,Success
36962,C528$@DOM1,C528$@DOM1,C528,C528,?,Network,LogOff,Success
36964,U2358@DOM1,U2358@DOM1,C3173,C3173,?,Network,LogOff,Success
36966,U5687@DOM1,U5687@DOM1,C13292,C625,Kerberos,Network,LogOn,Success
36969,C13062$@DOM1,C13062$@DOM1,C13062,C625,Kerberos,Network,LogOn,Success
36971,NETWORK SERVICE@C9976,NETWORK SERVICE@C9976,C9976,C9976,Negotiate,Service,LogOn,Success
36974,C1850$@DOM1,C1850$@DOM1,C1851,C457,?,?,TGS,Success
36977,ANONYMOUS LOGON@C586,ANONYMOUS LOGON@C586,C14687,C586,NTLM,Network,LogOn,Success
36979,U4495@DOM1,U4495@DOM1,C10063,C10063,?,?,TGT,Success
36982,C14292$@DOM1,C14292$@DOM1,C14292,TGT,?,?,TGS,Success
36985,ANONYMOUS LOGON@C586,ANONYMOUS LOGON@C586,C6464,C586,NTLM,Network,LogOn,Success
36987,U22@DOM1,U22@DOM1,C467,C467,?,Network,LogOff,Success
36990,NETWORK SERVICE@C14112,NETWORK SERVICE@C14112,C14112,C14112,Negotiate,Service,LogOn,Success
36993,C567$@DOM1,C567$@DOM1,C553,C553,?,Network,LogOff,Success
36995,U631@DOM1,U631@DOM1,C457,C457,?,Network,LogOff,Success
36998,U6660@DOM1,U6660@DOM1,C14897,TGT,?,?,TGS,Success
37001,U5611@DOM1,U5611@DOM1,C528,C528,?,Network,LogOff,Success
37004,U721@DOM1,U721@DOM1,C457,C457,?,Network,LogOff,Success
37007,U2903@DOM1,U2903@DOM1,C7800,C625,?,?,TGS,Success
37010,C12189$@DOM1,C12189$@DOM1,C12189,C3173,Kerberos,Network,LogOn,Success
37012,U2385@DOM1,U2385@DOM1,C6841,C457,Kerberos,Network,LogOn,Success
37015,C12365$@DOM1,C12365$@DOM1,C12365,C612,Kerberos,Network,LogOn,Success
37017,U6609@DOM1,U6609@DOM1,C4232,C4232,?,?,TGS,Success
37020,U23@DOM1,U23@DOM1,C801,C801,?,Network,LogOff,Success
37023,C14940$@DOM1,C14940$@DOM1,C528,C528,?,Network,LogOff,Success
37025,U751@DOM1,U751@DOM1,C1592,C467,Kerberos,Network,LogOn,Success
37028,U3790@DOM1,U3790@DOM1,C9436,C1065,Kerberos,Network,LogOn,Success
37031,C8653$@DOM1,C8653$@DOM1,C8653,C586,Kerberos,Network,LogOn,Success
37034,C11702$@DOM1,C11702$@DOM1,C528,C528,?,Network,LogOff,Success
37036,U14@DOM1,U14@DOM1,C2022,C2022,NTLM,Network,LogOn,Success
37039,C14917$@DOM1,C14917$@DOM1,C467,C467,?,Network,LogOff,Success
37041,U2140@DOM1,U2140@DOM1,C6423,C529,Kerberos,Network,LogOn,Success
37043,U5412@DOM1,U5412@DOM1,C1795,C1795,?,?,TGT,Success
37046,C345$@DOM1,C345$@DOM1,C345,C586,Kerberos,Network,LogOn,Success
37049,C1319$@DOM1,C1319$@DOM1,C1319,C528,Kerberos,Network,LogOn,Success
37051,U5415@DOM1,U5415@DOM1,C12517,C625,?,?,TGS,Success
37054,C538$@DOM1,C538$@DOM1,C101,C101,?,Network,LogOff,Success
37057,C12843$@DOM1,C12843$@DOM1,C612,C612,?,Network,LogOff,Success
37059,C3269$@DOM1,C3269$@DOM1,C3269,C612,Kerberos,Network,LogOn,Success
37061,U635@DOM1,U635@DOM1,C1209,C625,Kerberos,Network,LogOn,Success
37064,C6779$@DOM1,C6779$@DOM1,C6779,C529,NTLM,Network,LogOn,Success
37067,C1114$@DOM1,C1114$@DOM1,C553,C553,?,Network,LogOff,Success
37069,C538$@DOM1,C538$@DOM1,C1085,C1085,?,Network,LogOff,Success
37072,C10410$@DOM1,C10410$@DOM1,C5618,C5618,?,Network,LogOff,Success
37074,U66@DOM1,U66@DOM1,C2706,C2706,?,Network,LogOff,Success
37077,C938$@DOM1,C938$@DOM1,C1065,C1065,?,Network,LogOff,Success
37080,U13@DOM1,U13@DOM1,C368,C368,?,Network,LogOff,Success
37083,C1617$@DOM1,C1617$@DOM1,C1618,C553,Kerberos,Network,LogOn,Success
37085,U1882@DOM1,U1882@DOM1,C5967,C1015,Kerberos,Network,LogOn,Success
37088,C12286$@DOM1,C12286$@DOM1,C12286,C586,Kerberos,Network,LogOn,Success
37090,C7119$@DOM1,C7119$@DOM1,C528,C528,?,Network,LogOff,Success
37093,C13046$@DOM1,C13046$@DOM1,C13046,C612,Kerberos,Network,LogOn,Success
37095,C1627$@DOM1,C1627$@DOM1,C625,C625,?,Network,LogOff,Success
37097,U645@DOM1,U645@DOM1,C1795,C1794,?,?,TGS,Success
37101,C1794$@DOM1,C1794$@DOM1,C1795,C553,Kerberos,Network,LogOn,Success
37103,U7@DOM1,U7@DOM1,C921,C921,Kerberos,Network,LogOn,Success
37107,C78$@DOM1,C78$@DOM1,C78,C612,Kerberos,Network,LogOn,Success
37110,C1627$@DOM1,C1627$@DOM1,C1627,C457,?,?,TGS,Success
37112,U66@DOM1,U66@DOM1,C1772,C1772,Kerberos,Network,LogOn,Success
37115,C7318$@DOM1,C7318$@DOM1,C529,C529,?,Network,LogOff,Success
37118,U1195@DOM1,U1195@DOM1,C1065,C1065,?,Network,LogOff,Success
37121,U22@DOM1,U22@DOM1,C965,C457,Kerberos,Network,LogOn,Success
37124,C7824$@DOM1,C7824$@DOM1,C7824,C528,Kerberos,Network,LogOn,Success
37127,U2164@DOM1,U2164@DOM1,C2382,C2382,?,Network,LogOff,Success
37130,C13054$@DOM1,C13054$@DOM1,C625,C625,?,Network,LogOff,Success
37132,U3754@DOM1,U3754@DOM1,C1065,C1065,?,Network,LogOff,Success
37135,C1522$@DOM1,C1522$@DOM1,C1522,C1065,Kerberos,Network,LogOn,Success
37137,C2385$@DOM1,C2385$@DOM1,C2385,C586,Kerberos,Network,LogOn,Success
37139,C2707$@DOM1,C2707$@DOM1,C467,C467,?,Network,LogOff,Success
37141,C6491$@DOM1,C6491$@DOM1,C625,C625,?,Network,LogOff,Success
37144,ANONYMOUS LOGON@C612,ANONYMOUS LOGON@C612,C612,C612,?,Network,LogOff,Success
37147,C104$@DOM1,C104$@DOM1,C105,C104,?,?,TGS,Success
37149,C538$@DOM1,C538$@DOM1,C553,C553,?,Network,LogOff,Success
37151,U13@DOM1,U13@DOM1,C368,C368,?,Network,LogOff,Success
37153,U5191@DOM1,U5191@DOM1,C12471,C586,Kerberos,Network,LogOn,Success
37156,C1766$@DOM1,C1766$@DOM1,C1968,C101,Kerberos,Network,LogOn,Success
37158,U4223@DOM1,U4223@DOM1,C10688,C2162,Kerberos,Network,LogOn,Success
37161,C11613$@DOM1,C11613$@DOM1,C612,C612,?,Network,LogOff,Success
37163,C14969$@DOM1,C14969$@DOM1,C14969,C625,Kerberos,Network,LogOn,Success
37165,C6429$@DOM1,U2138@DOM1,C1521,C6429,Negotiate,Unlock,LogOn,Success
37168,C123$@DOM1,C123$@DOM1,C101,C101,?,Network,LogOff,Success
37170,C3524$@DOM1,C3524$@DOM1,C457,C457,?,Network,LogOff,Success
37173,C14757$@DOM1,C14757$@DOM1,C231,C231,?,Network,LogOff,Success
37175,U22@DOM1,U22@DOM1,C506,C528,Kerberos,Network,LogOn,Success
37178,U149@DOM1,U149@DOM1,C586,C586,?,Network,LogOff,Success
37181,C3756$@DOM1,C3756$@DOM1,C3756,C528,?,?,TGS,Success
37184,C11097$@DOM1,C11097$@DOM1,C11097,C586,Kerberos,Network,LogOn,Success
37186,C3605$@DOM1,C3605$@DOM1,C529,C529,?,Network,LogOff,Success
37189,ANONYMOUS LOGON@C625,ANONYMOUS LOGON@C625,C3598,C625,NTLM,Network,LogOn,Success
37191,U13@DOM1,U13@DOM1,C368,C368,NTLM,Network,LogOn,Success
37194,C2445$@DOM1,C2445$@DOM1,C457,C457,?,Network,LogOff,Success
37196,U6622@DOM1,U6622@DOM1,C14809,C2327,?,?,TGS,Success
37199,C7586$@DOM1,C7586$@DOM1,C7586,C5463,?,?,TGS,Success
37201,U3041@DOM1,U3041@DOM1,C8295,C2162,?,?,TGS,Success
37204,C13574$@DOM1,C13574$@DOM1,C528,C528,?,Network,LogOff,Success
37206,U1941@DOM1,U1941@DOM1,C6077,C801,Kerberos,Network,LogOn,Success
