time,src_user,dst_user,src_computer,dst_computer,auth_type,logon_type,auth_orient,success
448982,U5@dom,U5@dom,C1,C84,Negotiate,Batch,LogOn,Success
1172622,U6@dom,U6@dom,C25,C26,Kerberos,Network,LogOn,Success
2503771,U7@dom,U7@dom,C13,C56,Kerberos,Batch,LogOn,Success
996161,U8@dom,U8@dom,C58,C30,Kerberos,Interactive,LogOn,Success
666326,U9@dom,U9@dom,C55,C5,NTLM,Interactive,LogOn,Success
649150,U10@dom,U10@dom,C6,C90,Negotiate,Network,LogOn,Success
118834,U11@dom,U11@dom,C2,C39,NTLM,Interactive,LogOn,Success
1699005,U12@dom,U12@dom,C22,C97,NTLM,Service,LogOn,Success
1754236,U13@dom,U13@dom,C17,C11,Kerberos,Network,LogOn,Success
284821,U14@dom,U14@dom,C37,C52,NTLM,Interactive,LogOn,Success
55609,U15@dom,U15@dom,C98,C70,NTLM,Network,LogOn,Success
227897,U16@dom,U16@dom,C14,C9,Kerberos,Batch,LogOn,Success
974165,U17@dom,U17@dom,C63,C44,NTLM,Interactive,LogOn,Success
1079600,U18@dom,U18@dom,C88,C16,Kerberos,Service,LogOn,Success
1025715,U19@dom,U19@dom,C27,C25,Kerberos,Interactive,LogOn,Success
1438533,U20@dom,U20@dom,C73,C84,Kerberos,Network,LogOn,Success
2281230,U21@dom,U21@dom,C38,C91,Kerberos,Network,LogOn,Success
461243,U22@dom,U22@dom,C56,C61,NTLM,Interactive,LogOn,Success
2058852,U23@dom,U23@dom,C16,C45,Kerberos,Service,LogOn,Success
1985588,U24@dom,U24@dom,C85,C63,Kerberos,Service,LogOn,Success
251451,U25@dom,U25@dom,C89,C1,NTLM,Service,LogOn,Success
3051,U26@dom,U26@dom,C43,C53,NTLM,Network,LogOn,Success
1752683,U27@dom,U27@dom,C24,C64,Negotiate,Interactive,LogOn,Success
1004646,U28@dom,U28@dom,C16,C50,NTLM,Batch,LogOn,Success
1660099,U29@dom,U29@dom,C12,C52,NTLM,Network,LogOn,Success
971525,U30@dom,U30@dom,C83,C35,Negotiate,Service,LogOn,Success
189407,U31@dom,U31@dom,C24,C25,NTLM,Interactive,LogOn,Failure
449395,U32@dom,U32@dom,C67,C28,NTLM,Service,LogOn,Success
949597,U33@dom,U33@dom,C9,C20,NTLM,Batch,LogOn,Success
2560046,U34@dom,U34@dom,C66,C10,NTLM,Service,LogOn,Success
1260386,U35@dom,U35@dom,C17,C39,Negotiate,Service,LogOn,Success
2170675,U36@dom,U36@dom,C99,C10,NTLM,Batch,LogOn,Success
1143052,U37@dom,U37@dom,C85,C35,NTLM,Interactive,LogOn,Success
222866,U38@dom,U38@dom,C33,C58,Negotiate,Network,LogOn,Success
1135248,U39@dom,U39@dom,C7,C38,Kerberos,Interactive,LogOn,Success
1646711,U40@dom,U40@dom,C39,C98,Negotiate,Batch,LogOn,Success
1393470,U41@dom,U41@dom,C82,C53,Kerberos,Service,LogOn,Success
2125403,U42@dom,U42@dom,C41,C97,Negotiate,Interactive,LogOn,Success
1423286,U43@dom,U43@dom,C40,C54,Negotiate,Network,LogOn,Success
183062,U44@dom,U44@dom,C5,C23,NTLM,Batch,LogOn,Success
2491518,U45@dom,U45@dom,C51,C21,Kerberos,Interactive,LogOn,Success
100235,U46@dom,U46@dom,C25,C68,NTLM,Network,LogOn,Success
2475648,U47@dom,U47@dom,C63,C55,Kerberos,Batch,LogOn,Success
1901625,U48@dom,U48@dom,C97,C32,Negotiate,Network,LogOn,Success
750201,U49@dom,U49@dom,C58,C35,Negotiate,Batch,LogOn,Success
803328,U0@dom,U0@dom,C55,C19,Kerberos,Service,LogOn,Success
1043233,U1@dom,U1@dom,C58,C82,NTLM,Interactive,LogOn,Success
2274399,U2@dom,U2@dom,C69,C98,NTLM,Network,LogOn,Success
1711741,U3@dom,U3@dom,C32,C80,NTLM,Batch,LogOn,Success
529525,U4@dom,U4@dom,C52,C61,NTLM,Network,LogOn,Success
1068632,U5@dom,U5@dom,C21,C97,Negotiate,Network,LogOn,Failure
176615,U6@dom,U6@dom,C20,C72,Negotiate,Interactive,LogOn,Success
187628,U7@dom,U7@dom,C69,C25,Negotiate,Service,LogOn,Success
2470784,U8@dom,U8@dom,C69,C65,Negotiate,Network,LogOn,Success
406716,U9@dom,U9@dom,C3,C72,Negotiate,Batch,LogOn,Success
2543590,U10@dom,U10@dom,C93,C72,NTLM,Batch,LogOn,Success
541252,U11@dom,U11@dom,C74,C39,NTLM,Service,LogOn,Success
1686293,U12@dom,U12@dom,C61,C16,NTLM,Batch,LogOn,Failure
2349916,U13@dom,U13@dom,C61,C0,NTLM,Service,LogOn,Success
2164367,U14@dom,U14@dom,C93,C88,Negotiate,Batch,LogOn,Success
1904050,U15@dom,U15@dom,C94,C60,Negotiate,Interactive,LogOn,Success
144356,U16@dom,U16@dom,C23,C42,Negotiate,Network,LogOn,Success
203861,U17@dom,U17@dom,C54,C41,Kerberos,Interactive,LogOn,Success
355612,U18@dom,U18@dom,C8,C24,NTLM,Network,LogOn,Success
9435,U19@dom,U19@dom,C2,C38,NTLM,Network,LogOn,Success
447556,U20@dom,U20@dom,C30,C34,Negotiate,Network,LogOn,Failure
1748014,U21@dom,U21@dom,C39,C2,NTLM,Interactive,LogOn,Success
78781,U22@dom,U22@dom,C35,C43,NTLM,Network,LogOn,Success
2288627,U23@dom,U23@dom,C23,C50,Negotiate,Interactive,LogOn,Success
2257348,U24@dom,U24@dom,C94,C93,Kerberos,Service,LogOn,Success
2323659,U25@dom,U25@dom,C5,C97,Kerberos,Batch,LogOn,Success
2403215,U26@dom,U26@dom,C65,C11,Kerberos,Batch,LogOn,Success
764121,U27@dom,U27@dom,C83,C18,Negotiate,Network,LogOn,Success
1739183,U28@dom,U28@dom,C91,C43,NTLM,Interactive,LogOn,Success
1169748,U29@dom,U29@dom,C74,C58,Negotiate,Batch,LogOn,Success
2582115,U30@dom,U30@dom,C3,C48,Negotiate,Interactive,LogOn,Success
1504544,U31@dom,U31@dom,C78,C60,NTLM,Interactive,LogOn,Success
1107677,U32@dom,U32@dom,C5,C16,Kerberos,Network,LogOn,Success
1544548,U33@dom,U33@dom,C93,C73,Kerberos,Batch,LogOn,Success
288790,U34@dom,U34@dom,C50,C56,Negotiate,Network,LogOn,Success
890617,U35@dom,U35@dom,C61,C54,Kerberos,Network,LogOn,Success
1408836,U36@dom,U36@dom,C56,C46,Negotiate,Batch,LogOn,Success
1641249,U37@dom,U37@dom,C65,C11,Negotiate,Batch,LogOn,Success
650419,U38@dom,U38@dom,C78,C61,NTLM,Service,LogOn,Success
2530526,U39@dom,U39@dom,C74,C79,NTLM,Service,LogOn,Success
887225,U40@dom,U40@dom,C7,C87,NTLM,Interactive,LogOn,Success
271967,U41@dom,U41@dom,C25,C82,Negotiate,Batch,LogOn,Failure
191232,U42@dom,U42@dom,C50,C7,NTLM,Service,LogOn,Success
1352695,U43@dom,U43@dom,C44,C94,Kerberos,Interactive,LogOn,Success
2106692,U44@dom,U44@dom,C43,C20,Kerberos,Interactive,LogOn,Success
1589228,U45@dom,U45@dom,C4,C80,Negotiate,Interactive,LogOn,Success
1100567,U46@dom,U46@dom,C69,C86,Negotiate,Service,LogOn,Success
2285903,U47@dom,U47@dom,C25,C79,NTLM,Batch,LogOn,Success
618992,U48@dom,U48@dom,C67,C69,Negotiate,Network,LogOn,Success
49115,U49@dom,U49@dom,C18,C71,Negotiate,Interactive,LogOn,Success
721747,U0@dom,U0@dom,C83,C24,Kerberos,Service,LogOn,Success
1197719,U1@dom,U1@dom,C96,C81,Kerberos,Service,LogOn,Success
1763211,U2@dom,U2@dom,C19,C88,NTLM,Network,LogOn,Success
2038449,U3@dom,U3@dom,C11,C11,Negotiate,Network,LogOn,Success
536226,U4@dom,U4@dom,C46,C14,Negotiate,Service,LogOn,Success
2450976,U5@dom,U5@dom,C0,C58,Kerberos,Batch,LogOn,Success
1052576,U6@dom,U6@dom,C89,C25,Negotiate,Network,LogOn,Success
1404330,U7@dom,U7@dom,C13,C25,Kerberos,Service,LogOn,Success
251492,U8@dom,U8@dom,C63,C46,NTLM,Network,LogOn,Success
1548098,U9@dom,U9@dom,C37,C31,Kerberos,Batch,LogOn,Success
491072,U10@dom,U10@dom,C36,C9,Negotiate,Interactive,LogOn,Success
1086880,U11@dom,U11@dom,C10,C15,NTLM,Network,LogOn,Success
504999,U12@dom,U12@dom,C99,C70,Kerberos,Batch,LogOn,Success
331593,U13@dom,U13@dom,C76,C16,Kerberos,Service,LogOn,Success
2055723,U14@dom,U14@dom,C2,C22,NTLM,Network,LogOn,Success
2248988,U15@dom,U15@dom,C32,C25,NTLM,Network,LogOn,Success
108940,U16@dom,U16@dom,C5,C84,Kerberos,Service,LogOn,Success
824926,U17@dom,U17@dom,C49,C85,Negotiate,Interactive,LogOn,Success
1314093,U18@dom,U18@dom,C9,C6,Kerberos,Service,LogOn,Success
385777,U19@dom,U19@dom,C4,C13,NTLM,Network,LogOn,Success
1673250,U20@dom,U20@dom,C22,C78,Kerberos,Service,LogOn,Success
1929305,U21@dom,U21@dom,C9,C6,NTLM,Batch,LogOn,Success
638873,U22@dom,U22@dom,C43,C8,NTLM,Service,LogOn,Success
65953,U23@dom,U23@dom,C1,C47,Negotiate,Network,LogOn,Success
3267,U24@dom,U24@dom,C12,C71,NTLM,Service,LogOn,Success
2179897,U25@dom,U25@dom,C39,C58,NTLM,Interactive,LogOn,Success
1924596,U26@dom,U26@dom,C1,C86,Negotiate,Service,LogOn,Success
157164,U27@dom,U27@dom,C83,C92,NTLM,Interactive,LogOn,Success
535626,U28@dom,U28@dom,C64,C81,Negotiate,Batch,LogOn,Success
2228636,U29@dom,U29@dom,C62,C94,Negotiate,Interactive,LogOn,Success
531831,U30@dom,U30@dom,C72,C93,NTLM,Service,LogOn,Success
516771,U31@dom,U31@dom,C16,C38,NTLM,Network,LogOn,Success
691095,U32@dom,U32@dom,C8,C98,Kerberos,Interactive,LogOn,Success
833727,U33@dom,U33@dom,C74,C17,Negotiate,Batch,LogOn,Success
1162928,U34@dom,U34@dom,C14,C58,Kerberos,Interactive,LogOn,Success
869474,U35@dom,U35@dom,C23,C16,NTLM,Interactive,LogOn,Success
2183151,U36@dom,U36@dom,C37,C13,Kerberos,Interactive,LogOn,Success
70640,U37@dom,U37@dom,C34,C30,Negotiate,Batch,LogOn,Success
196582,U38@dom,U38@dom,C93,C23,Kerberos,Service,LogOn,Success
2000991,U39@dom,U39@dom,C94,C98,Negotiate,Interactive,LogOn,Success
400573,U40@dom,U40@dom,C48,C59,NTLM,Interactive,LogOn,Success
1474271,U41@dom,U41@dom,C68,C44,NTLM,Network,LogOn,Success
61476,U42@dom,U42@dom,C61,C97,Negotiate,Batch,LogOn,Success
1355531,U43@dom,U43@dom,C59,C2,NTLM,Interactive,LogOn,Success
1215856,U44@dom,U44@dom,C49,C36,NTLM,Batch,LogOn,Success
675510,U45@dom,U45@dom,C77,C42,NTLM,Interactive,LogOn,Failure
2511720,U46@dom,U46@dom,C74,C39,NTLM,Service,LogOn,Success
898320,U47@dom,U47@dom,C8,C89,Negotiate,Service,LogOn,Success
634736,U48@dom,U48@dom,C33,C54,Kerberos,Interactive,LogOn,Success
1587261,U49@dom,U49@dom,C75,C86,Kerberos,Service,LogOn,Success
